"Cell.ID","Species.Richness","EN.CR.Richness","SES.Mean","SES.SD","PD.Org.Mean","PD.Org.SD","PD.NoEN.Mean","PD.NoEN.SD","PD.Rnd.Mean","PD.Rnd.SD"
"Cell.ID.4507",16,3,-1.31607209204744,0.308885455794706,334.64054977,7.73404579523886,319.07928598,6.1564958828998,305.41611701914,10.3645307525697
"Cell.ID.4508",18,3,-1.35650457999568,0.286520753142676,367.61054977,7.73404579523886,352.04928598,6.15649588289981,336.89097218428,11.1531178627645
"Cell.ID.4509",20,3,-1.13047943680243,0.309012778923219,378.11534545,8.8186781411699,362.55408166,7.49212231724718,349.72081431811,11.3470630357241
"Cell.ID.4510",20,3,-1.15899428486052,0.322637059601275,378.11534545,8.8186781411699,362.55408166,7.49212231724718,349.62931340581,11.1646012548829
"Cell.ID.4511",20,3,-1.11137154231348,0.313943915163457,378.11534545,8.8186781411699,362.55408166,7.49212231724718,350.0057653475,11.3002788464687
"Cell.ID.4512",20,3,-1.19342951005822,0.326325726699287,378.11534545,8.8186781411699,362.55408166,7.49212231724718,349.58277943566,10.8693501896895
"Cell.ID.4513",20,3,-1.17826190386315,0.310595432394583,378.11534545,8.8186781411699,362.55408166,7.49212231724718,349.29986068467,11.2406234588859
"Cell.ID.4514",20,3,-1.1659477083344,0.315345316173888,378.11534545,8.8186781411699,362.55408166,7.49212231724718,349.48231179196,11.2133744540098
"Cell.ID.4515",20,3,-1.1909931875482,0.323285545375241,378.11534545,8.8186781411699,362.55408166,7.49212231724718,349.35091421626,11.0856387522191
"Cell.ID.4516",20,3,-1.17643375758262,0.319368181343937,378.11534545,8.8186781411699,362.55408166,7.49212231724718,349.43245744765,11.1494465479139
"Cell.ID.4517",20,3,-1.21379707626806,0.322839303145752,378.11534545,8.8186781411699,362.55408166,7.49212231724718,349.31672550409,10.9117591219986
"Cell.ID.4518",20,3,-1.13349944540859,0.307976552486771,378.11534545,8.8186781411699,362.55408166,7.49212231724718,349.75800233696,11.274702115155
"Cell.ID.4519",19,3,-1.28766112527406,0.312930229843613,373.34194365,8.33877123924827,357.78067986,6.88646417617793,343.59371196008,11.009446495087
"Cell.ID.4520",18,3,-1.19516465739523,0.332035739503126,350.22194365,8.33877123924825,334.66067986,6.88646417617792,322.55525129638,10.106390811738
"Cell.ID.4521",18,3,-1.19515763177263,0.349996482736045,350.22194365,8.33877123924825,334.66067986,6.88646417617792,322.4021231296,10.2686571616454
"Cell.ID.4522",18,3,-1.15481476674705,0.334912204526277,350.22194365,8.33877123924825,334.66067986,6.88646417617792,322.94009275482,10.1382077372286
"Cell.ID.4523",18,3,-1.18866443386369,0.341413412093241,350.22194365,8.33877123924825,334.66067986,6.88646417617792,322.50690687253,10.2264596712696
